WELL_NAME,GEOTECH_ACTION,START_DATE_FACT,END_DATE_FACT
7a8c71da43226a0b4b00ed66a5deb690eed82269dfc7c3f38c611143ce7e3970,Перевод в ППД,2018-09-21,2018-09-24
bfcd4d42ffe4cdf361ba1acb0d4abd6c16b2f209f269f7be2f1279d93f37e0e9,Перевод в ППД,2018-09-19,2018-09-23
5b2085c1c7031a88c8af10b08a7226f285902f898aa8d871328dc61a9e9d73f1,Перевод в ППД,2017-12-28,2017-12-29
6ab87d3e097b485c5bdd13b3940ec9c160fe5e77163d2e38ab41680a0dee875f,Перевод в ППД,2018-04-14,2018-04-16
e420bc59a8c8c472f1307d05a6890c5e0626355f4002e17011a843b077fc901e,Перевод в ППД,2018-03-15,2018-03-23
52bbe66ef9a85fe24d6316b76ab1a031425d6347309408cc0c567c495072013d,КРС,2018-09-12,2018-09-19
e2c65a3722c78f0e9f3e89a1b00b04a57427086732d2d333b333297b7d54c6e0,Перевод в ППД,2018-04-16,2018-04-25
6773a737f9bf98865072e3f4937e9433921438681eae84746796b53ddf977048,Перевод в ППД,2018-11-21,2018-11-26
9d948a85174b17247aeecd71971bf923ebf6253f22c882fce81edf0ba9592b4b,Перевод в ППД,2018-11-24,2018-11-30
cb9891b52b15cf1707933d8b826ba577d62c7db0b737c2d93dc16f872bdd15d4,КРС,2017-07-19,2017-07-21
cb9891b52b15cf1707933d8b826ba577d62c7db0b737c2d93dc16f872bdd15d4,Из бурения,2016-10-02,2016-10-09
cb9891b52b15cf1707933d8b826ba577d62c7db0b737c2d93dc16f872bdd15d4,КРС,2021-02-03,2021-02-09
48ab98ee0d7596d3df29099334a7a9106f30ee824c4ba48adcb0b333919b2a19,Перевод в ППД,2021-07-27,2021-08-06
334fb1f5b2a5c3298650bf7007b89d97b402edcf9c36ce8d5790992f8086f723,Перевод в ППД,2021-08-09,2021-08-14
6e56420f40e073fcaa1c4dad3ff48e07cdf0ae700c8976032c0909c793b1a34b,РИР,2016-12-28,2017-01-09
e01e3e8c387e0c7c7357753f5e5b23397f66aa04a76cc557e1a7c4a6ba0065c5,Из бурения,2017-04-16,2017-04-22
fb40f51a63a63fb7fbdb018899e613c537335b417b6414ca2581bf72ee254acd,Из бурения,2017-05-28,2017-05-31
86ea1e0aff641ba662576afb06dd5d9592e458edf29b0d96544dfb6a7f20d32c,Из бурения,2017-11-12,2017-11-15
c56e0c2d26c9a6ba142c50d2e86e697b0aced1e0ca603954c8eb3c1f168f29ce,Перевод в ППД,2017-08-28,2017-08-31
d452a9765262f0ab5f21c05768098a786860b618c0d68c89c5485a7eb0b14251,Из бурения,2017-07-28,2017-07-31
830657320ee51a9a8827be939bdc9fd917401c69a6ebe011ceeb66ec77b05f39,Из бурения,2017-12-16,2017-12-19
6e56420f40e073fcaa1c4dad3ff48e07cdf0ae700c8976032c0909c793b1a34b,Из бурения,2016-11-05,2016-11-09
97019e8197f3a206ed0f49e938af4c9a25b32fb3e184e26b0f4b722c2f87fb58,Из бурения,2017-08-10,2017-08-13
02982b2ae87e795a08e5dca0a95cb0edfc7d97fdc299198d42e4f89d25b7bd5e,Из бурения,2019-09-02,2019-09-28
e1d2e63998524e4cc29cbed03de55c8fc2236221f5f1d03d55753d0a65345d89,Из бурения,2019-10-29,2019-10-31
b04d54ff8a670262e81f0e0b514a32e03baa85200cd9f226cc9307d17af8d744,Из бурения,2019-10-31,2019-11-03
578d7f85bc474022aa655e7f4c75596845eda3a10c5428ad573376ceb9e8ec99,Из бурения,2019-11-21,2019-11-24
a28baa1caf99ec3d7039a201e68b1288834bba1878b004e04691ef4cefbea0fa,ИДН,2019-10-21,2019-10-23
a28baa1caf99ec3d7039a201e68b1288834bba1878b004e04691ef4cefbea0fa,Из бурения,2019-10-02,2019-10-08
3174f5c73134416952c697ea74f70d3e092b5cfd261ca918d7f8c286e2c0db02,Из бурения,2019-10-11,2019-10-13
d0edc568d22b23ac9f12652d9e8fb69074a7dd0ea26053c7ebbb76b90a3e3e2c,Из бурения,2019-10-24,2019-10-26
b7176577983649748825e3b529cfb5c412b97a6c7f21de5e3a9d7efbc1586f3d,Из бурения,2019-12-06,2019-12-09
625dca26d9bd9387cc17e1c5e1905105ab4e1171623d04a48f5ff7bd9ba589e0,Из бурения,2019-09-27,2019-10-08
b6d41b17642bb785ae8977e2911b44b09e2b29ef25394e9fdbeb93f19f5dbf96,Из бурения,2019-11-16,2019-11-19
8808d684e8b4da6e6c7faf124c9e7e25b06fb7f6396e874ce7564b3e388f6f51,Из бурения,2019-12-25,2019-12-29
8550eb204ff6ffb9fb0ccc399372965ebccdfab7c37927bca29bcd45a4029a0b,ИДН,2019-09-07,2019-09-09
8a86c3f57690ec5f478e780c17281996c5e0b9b70bbdfd452a61ec20a0f5d9ab,ИДН,2019-10-31,2019-11-02
281a946a2708a500abc913f1ccf425fd57719a7248f0a45bebb16018556b6de7,ИДН,2019-10-09,2019-10-13
3b310104a7f732474331e6292fe94768205ffebb50b1216d87180988a4b357d6,Из бурения,2019-10-07,2019-10-24
9962e54aa392e3ca2644e05433017c78b93d8bfbe80d5fa9196b69856f228cb6,ГРП,2019-06-21,2019-07-10
4c7a28b12601be8c51bcd4be8b9227a465dfde2e79998f0a0682966705df9a2e,Реконструкция,2019-06-21,2019-09-27
10d49b5fa61178ffad5d43e493be05a9336f2c2281e197b50b3cd2e783e2099e,ИДН,2019-02-19,2019-02-21
c4c3f5c05ed4de5a5a45cfd276fc5aafab4e4d6ca6a3ad8eb7d60214a7b578a4,Из бурения,2019-01-16,2019-01-18
8a413fd5c3facf80b1f840e5ab25849f068d1662b8d6d344c5159d473ecdd318,ИДН,2019-10-31,2019-11-02
981b1bba122807393498e5ef8a936c1e13c767ab2ea841ddf93a7e34e3b306cb,ИДН,2019-08-17,2019-08-19
981b1bba122807393498e5ef8a936c1e13c767ab2ea841ddf93a7e34e3b306cb,Из бурения,2019-04-14,2019-04-17
9bfbc3a906add6a14fab2df7a863cbe3488a5c2582f204376d0383ebc3c79f10,ИДН,2019-11-03,2019-11-06
9bfbc3a906add6a14fab2df7a863cbe3488a5c2582f204376d0383ebc3c79f10,Из бурения,2019-04-12,2019-04-15
b99d18a9e3d55dcce0e7826b5580cc1dcdb46ba9298993b37cfdd0add7e264a0,Из бурения,2019-10-05,2019-10-07
a1661d2f54d25c16b8b3616d6683118d3c2f10b1af3968a05bbeb36f0d8dc5b0,ИДН,2019-01-16,2019-01-19
d17f8ecf18a3f583dd4379169d6c66636b8ed1e9f462f4598455ffa9f7a4c58e,Из бурения,2018-12-28,2018-12-30
488e60d7575cbd8757674c7e03a8a736a90a5d1245a4ce03375c26702d7a209b,ИДН,2019-09-20,2019-09-24
488e60d7575cbd8757674c7e03a8a736a90a5d1245a4ce03375c26702d7a209b,ОПЗ,2019-11-14,2019-11-22
fa07c227692c1e41bb8ed4721811284dbefdb8de93e7b03b38586ba6568a6077,ИДН,2019-10-04,2019-10-07
fa07c227692c1e41bb8ed4721811284dbefdb8de93e7b03b38586ba6568a6077,Из бурения,2018-12-30,2019-02-18
ddbb98909520ea7644939284ef04b070a912ccf50c14b08efd50498345567b7d,Из бурения,2019-02-18,2019-02-20
dadd88a35b99b991934b98efbf5eb4b0364cb3a05ef20a577329d3ae5a4aa81c,ИДН,2019-10-29,2019-11-01
dadd88a35b99b991934b98efbf5eb4b0364cb3a05ef20a577329d3ae5a4aa81c,Из бурения,2019-03-04,2019-03-18
c0b6aca0a97611d9a366f52a348e4be731d2ca926b77c8c173bdbcb3105e70cd,ИДН,2019-06-19,2019-06-25
c0b6aca0a97611d9a366f52a348e4be731d2ca926b77c8c173bdbcb3105e70cd,ИДН,2019-10-12,2019-10-18
c0b6aca0a97611d9a366f52a348e4be731d2ca926b77c8c173bdbcb3105e70cd,Из бурения,2019-04-25,2019-05-07
543a7f83bf99de49c1a58c49f1c274ae283a159dbbc74aea922a349e1850ca63,ГРП,2019-05-21,2019-06-09
a372aeaa5b4d45fd951e723c420a30e8798fc6c9293bc4d41f1bf526d676ff2b,Из бурения,2019-06-25,2019-07-19
3dd0253274cd65e19267fb7e482504aa497ca1341c4de5c9e74c33293851f18e,Из бурения,2019-11-06,2019-11-25
60b278acc0b6cad778ece89b16dc6014548ae6232eeb0a2bee0b8650b122ee77,Из бурения,2019-07-19,2019-07-21
9eaa0664a8a574201d8d390569096196766ca76e3203f623a8a76d1085ead0aa,Из бурения,2019-11-12,2019-11-15
a69910b63c068659d3736c032f22cc16848266fb55dc30f1cbd7b9d5f344de2b,Из бурения,2019-08-28,2019-09-17
9591dbaafe48f20e4b66f060355286f78383ded49bf3a42c0e24d50cc3661910,Из бурения,2019-10-26,2019-10-29
da06734904fada71b5a5259dff815ed677e6ea9df4f4b640cfbc904dfc49716d,Из бурения,2019-11-25,2019-12-14
7149200f79fa47cb9775f2e652ef7c217ac4988ad9828be5b6dd0dfebcf54640,Из бурения,2019-08-31,2019-09-22
4ddd73e8f70c42b8150003854943aa5c5ae5ac9e9c2f859b996a40a132852373,Из бурения,2018-11-10,2019-01-03
42b038fe65f564902f2ba6c01df165599435d16c536c082c08b7ba0c2203c7f8,Реконструкция,2019-05-26,2019-09-01
e19331bdf30e35b29c747db0c828bf630b4e99043f5e5d53c3ccf3dee4f45370,ИДН,2018-12-28,2018-12-31
47db0465f85e2090a08d46bed6457ea618132b53ec3f99b07220b6d36501e781,ИДН,2019-10-13,2019-10-16
b73b31a072ee23048cd5013d9877ecb4944f822c850aeeda8057346e9455b9a7,ИДН,2019-01-12,2019-01-15
879329a0f238b019636f868a76bcbca2114b2b4135938f05efd60a12e6a79a2b,Из БД,2019-11-14,2019-12-12
cb9891b52b15cf1707933d8b826ba577d62c7db0b737c2d93dc16f872bdd15d4,Перевод в ППД,2017-03-02,2017-03-09
4c7a28b12601be8c51bcd4be8b9227a465dfde2e79998f0a0682966705df9a2e,Из бурения,2017-02-01,2017-02-03
ca641953f4d68c9025c4810b980bd73aaa5db1200d2fd78fd417fd9977012455,Из бурения,2017-08-20,2017-08-25
7d7fbf5c6340fe8e74a19982cb8d042606011f55024991efc4c57152f702fa91,Из бурения,2017-12-24,2017-12-25
a9126a6f45d497c26ec079335280badff3b913801129a525789ac6731723724e,Из бурения,2021-03-25,2021-06-16
ce26d4c7313d19384c561e7490421d73f8a8307c578471171a98adca459c9d27,Из бурения,2021-06-05,2021-06-07
61b133a9660032cd09a0236484140e15f3084f10cc94d12a437ac689347b1e89,Из бурения,2021-01-29,2021-02-04
46521194ec767c09f160ad5f259de50802a76e5b4a7856a68dad6be02a983528,Из бурения,2021-02-24,2021-02-26
faca24670f291312aac42b160a5f2fd411c07bfe1a962834aa2e99a29e25a0a8,Из бурения,2021-01-09,2021-01-11
9843a47b607b6019a9f5bb0e6d65dcf359b3ba69fb3e7d008d3c711c2f086110,Из бурения,2021-04-06,2021-04-10
4ad7272cf490cf85e327b0014942cfe320346814185b3d9cce06254e3d5194f2,Из бурения,2021-09-27,2021-09-30
a02b18f3d99096c1a876e44ac2f033d95ca86b964a5f1cb3fc64be4da88c7c9a,Из бурения,2021-07-15,2021-07-18
d59633a630d008886787450436fa18dadf6909bb077d2bc5da2c697087f48a9c,Из бурения,2021-03-23,2021-03-26
29b5df453f1a9d0514ef107f1e45c82a0f3fd356204682fe58785c8083d3cae9,Из бурения,2021-02-03,2021-02-05
d6c5adc9c487ec80025afad989bf2773784300dff31ded5d7f55946f18cc1963,Из бурения,2021-05-12,2021-05-14
78bbbad7fa5ff73067d3fba4c70b6a11019133248fd91d641856ced1bec6579d,Из бурения,2021-06-22,2021-06-24
4c8b52d504bf7776f1b79f0385e728ff54b59cdda69aa49e791277f0d7ceaf70,Из бурения,2021-02-14,2021-02-17
842d4c6fc13ecd6ee6c2ef176e3c4bf6a5ac21c465e85af1a57db716256e32d8,Из бурения,2021-02-08,2021-02-11
eb0f094adfdcbc38ad6540886f248474d738edc5172d6440cd72cafd3c0e810f,Из бурения,2021-07-20,2021-09-02
08791ff585a536998d6fffbb2793b667c17f49aefce897cbd85e3723288f848f,Из бурения,2021-05-27,2021-05-29
44e05b6d091d932cb96e33109674e1d507c63e411362cb96ad0ae87ac8e63fd6,ИДН,2021-03-27,2021-03-31
17c5b2696534aa5ea2a35bc0cb700ae17b0f8a25a3a128ace4e262db29de8150,Из бурения,2021-09-17,2021-09-19
f4d3b8e64e1bf7bc8343e7d5f8a6b2a32579fe01f373258d007daf211f36e8c8,Из бурения,2021-02-22,2021-02-26
bc369e07711ad5db16413a0442e34a618aa9c68ac4c01a1b3f375f2f06f141bc,Из бурения,2021-04-18,2021-04-21
3916b7fe05daa9e84cf73e16f61e14133aa6125a5eaf21e96fff4ccc86f1fe11,Из бурения,2021-06-11,2021-06-16
51038acc3464f1838a06a6e49dcc82b41b011caf639003948cb78853e4d7e3c9,Из бурения,2021-05-25,2021-05-27
ebae7ab0f98c5fe4e4bca53a20efa70a62617cc687341cc8da0eba28daf842d1,Из бурения,2021-03-06,2021-03-09
df95901809b231f1607cbd5bff0ac527d15a2ec06c878c9d5c416f2a3c678dd1,Из бурения,2020-12-19,2021-01-19
114183900f2d540609911971f3ae3f3d42ab8b4fa9252d0c4076b00d482c1594,Из бурения,2021-04-17,2021-04-18
368187f9edf454c865522e79d755f85b5468ac9729b95b498b317e599d5451e9,Из бурения,2020-12-28,2020-12-30
87b7792d96dd2cb86829b6877ebebd7209828f4113648dd84101a199bd487e0b,Из бурения,2020-12-21,2021-01-19
fe15ccab850c10f95481f1309a2e9f88e1458be2a8a8f80531922ce3085056f9,Из бурения,2021-11-20,2021-11-21
6673bb5efda511f8a2f1ecd6912fd730ec19d3f352b7688424a21a93a6c8d8f8,Из бурения,2021-03-04,2021-03-06
aa8ed65b984fa9a40cebd4371ada1d8a715a5dadb7c1ce861be29789862d0a96,Из бурения,2020-12-18,2021-01-20
9250a6c3d3c5216b5ed5d1b21b814df792f7bd92684aa21a2632c3b89b361e2d,Из бурения,2020-12-16,2021-01-17
999d0867e2010e4a4a5128fa9578e6f90542f7506060bf20dbdb47bf9f6d884c,Из бурения,2021-12-06,2021-12-09
bfa53be157c54a87bb5351d538b22bca531c31dd3d0343b2af0d5c617f1d356c,Из бурения,2021-10-21,2021-10-23
188db2c93903ffa6b8b5ebe1864c2ba78a710bc38b95d79a2fcee2d483f9d22b,Из бурения,2021-10-07,2021-10-10
6ba0ce224a97cb5642114640a34a8a507e3c89955e97b01f25f2d2eb883c9d6b,Из бурения,2021-09-23,2021-09-27
3b09b507f2ad38875f7558a5fe97e9ffff5b5b5353ca8c31512892c6932ee801,Из бурения,2021-06-07,2021-06-09
340cf940e57b02cc57ddf5b81f01765100f950ae4060fedd1439e4fa719affe3,Из бурения,2020-08-29,2021-01-18
950baccc69f5d307c13bf96991e36b0bb3be09f044e1c75d25c29fef7c6b04ba,Из бурения,2020-09-04,2021-01-19
4cdda5d289ebe2312077795e21bd264d2c3fdd7c059b095f355328a3c1f46250,Из бурения,2021-06-27,2021-06-29
c9ef28f3594c3b9653bd2181b56a5d3368ae8eaec2d9b38d99e6520467715acb,Из бурения,2021-07-30,2021-08-01
5e4dbc8f2580848fcb78083cb1204e4ab09c9f135b0357030495cd0d0c68a38b,Из бурения,2021-08-18,2021-08-21
a26bbc670f338396ef4a9d2fe86d2b2a1429df1d240677a78572e290b65b9a9f,Из бурения,2021-04-23,2021-04-30
d5053f82dee4ecd356391f9e3e6f910ef4911339b3fdf4892713ff167e3d9497,Из бурения,2020-12-23,2020-12-27
181ca6057753b6fa2fbe52ac277fdafc148e43daf0d3e1e3f6201f32ce3ed4e0,Из бурения,2021-08-20,2021-08-23
7148a6537ac3d9de9b511814b068fce6bbfc56dfa3972a00db2fce888b4969c5,Из бурения,2021-10-06,2021-10-08
72ccd56a2c07440a948e27ddd39743ac69e5850932f09f2c63ae64eb9c592818,Из бурения,2021-09-05,2021-09-08
88a0ca5b32ab5810e2ee73dc3f2adba0eabc7ae707e28b1c2688db282b3e1f33,Из бурения,2021-05-14,2021-05-16
af6c0e95ecde8847bb9cba678133a7c46ef6c9053c23729d128b16edd73b6e4c,Из бурения,2021-03-08,2021-03-14
0846f99b079f2387f57b75626042cf6453971ae4f3d54f0d99428ff3e133ea89,Из бурения,2021-09-22,2021-09-25
fd456b09e33a385cfd662b7fe28fa2c33d388ea6041675d998870fc0fb40a948,Из бурения,2021-09-02,2021-09-28
736a83d0b05f9a1b6f490ed27f370062d596ff85802a2caddadb1bc0629dedcc,Из бурения,2021-09-18,2021-09-21
4c9f807a8e158c63287a1ef8898c49fb7f74f3a905d90bad2f3fdf41abd80f15,Из бурения,2021-06-30,2021-07-02
738262c9959491019bb55a096d2a0292769be3c81628967ecd3b33bac5456cd1,Из бурения,2021-06-07,2021-06-09
805808e58c5768e3cdb907b202e1f407c69623ee71f5add1c60fbeb4dfa589f9,Из бурения,2021-04-07,2021-04-09
cad19f37d849ca125fddb0de5afdececb840784a91dcf1c6b6854ff9e1b9cb9d,Из бурения,2021-05-16,2021-05-08
7188d6740081215685a1beb514212df377cee9a21af69fbb58b6c2643209eef9,Из бурения,2021-08-01,2021-08-04
ed2109f881bd0f95d9d6797c9c9da898e0272a922620231859e6033e632d9142,Из бурения,2021-05-23,2021-05-25
37ab19dd86d58afdbc05b7d2277e54f59c326e47ca6c51b4df4a3fec1d7c4799,Из бурения,2020-12-29,2020-12-31
996961ee943394db07d113e4eb2afd5c9d5a49ee8effcf8ebf5fdc43cdbe577f,Из бурения,2021-07-02,2021-07-04
6ff1912481146f33f45de702caef28e858fcea97edc14b7235f8d8430ffdbddb,Из бурения,2021-03-20,2021-03-22
39e12475f5233e293b5dcf5f3bdcde7c3e389abe621dea1440a62a462bc47546,Из бурения,2021-06-06,2021-06-08
0471418bf3f22977041f4016205e646cba1214e82e6d636d4f7abfe3eb00dbd9,Из бурения,2021-02-26,2021-03-01
0d65fb17a8d254c3d913336b67101a07c338fa1dd4af22e6fcaa7040fc43769c,Из бурения,2021-03-18,2021-03-20
2cd7a7a30576a496cf397a176a5ae224c9f5d1dcb153964e95520cc0666bfdc3,Из бурения,2021-02-13,2021-02-16
3a90432a4251c664e4fae7b4e6383448836cebbeed6a53674533573f73e312ee,ИДН,2021-09-10,2021-09-12
3a90432a4251c664e4fae7b4e6383448836cebbeed6a53674533573f73e312ee,Из бурения,2021-07-16,2021-07-18
1dd373321218b59a5fff85d89d00bf5e69a17eba5ed25f72b51eaf0aa657da6d,Из бурения,2021-01-11,2021-02-03
46cb022fa9b9880c15f27b4bd36d8d852e23b1cf770f04a254b88499b271e71e,Из бурения,2021-04-20,2021-04-23
637e192ad555d728f0f45232e8be79a5933423381ef926281332c2178101c058,Из бурения,2021-04-03,2021-04-05
38d16984b35375661ce394b7832698d12bc0e91606aeffd8d9adec697e186cb8,Из бурения,2021-01-28,2021-01-31
edcfb6a21d463f27f9160a8a7de4cfa89a2359e3f00c69983f6888147014c563,Из бурения,2021-06-24,2021-07-15
f36aa7f7643118b10f38ba06cdf33cd0a97f89c194b3811f8086ed8b2538fe6b,ИДН,2021-12-09,2021-12-11
b705a65e0404edd49515054002d2f6aa6d91062dd493551e06410c79168396ca,ИДН,2021-09-13,2021-09-16
4e66495fd770d6869309228a5281246488328935e237c85bed2e466502265b4f,Из бурения,2021-01-14,2021-02-03
5d2556cc0093f873a29d93b64a8ae3de99c4ac4b1c06b33b41d3f5ccf6a5cc4e,Из бурения,2021-01-31,2021-02-02
a15fdb9d49403dcc9f15ad153842606874ee065dfaa404fdd0e6ed04d720075d,Из бурения,2021-02-02,2021-02-04
845f4f6c05ef56b78d11bee340de16ebe4d89133733170db3566d168373bb20b,Из бурения,2021-03-25,2021-03-28
d8ba8a782277cca630e586846d7db0bad914fc3530fd58d4f80c33b7fbfe69ce,Из бурения,2021-06-04,2021-06-05
1de41569155b66df7355c8fc7a53e80333aea79dc9bb373a2aef7db9d277e61f,Из бурения,2021-11-18,2021-11-19
78abd7bc797c6ba4d6d5ca2bf94d8d6fae97effc20159078aefb61de55a1540f,Из бурения,2021-11-16,2021-11-18
e372b5a109abda4dcd2efb157d53f9e1ce18ba626df5b584e4d4b564cca1b3b3,Из бурения,2021-12-22,2021-12-24
8550eb204ff6ffb9fb0ccc399372965ebccdfab7c37927bca29bcd45a4029a0b,ИДН,2021-09-22,2021-09-26
a3a65cbf751a71dc8f8bd0e838c201ec0778eea7da2ec41064c4a704e669c318,Из бурения,2021-07-19,2021-07-22
72eae73db0f2cb03169dffd08ed84a3016729812a7436190ea0f6b3dc86699b7,Из бурения,2021-09-19,2021-09-22
2f0c6c26ffb4b44f8adad24f5cf1cd6d28a40e3772fcc0ea31d5b7d46b9d0f1f,Из бурения,2021-08-20,2021-08-26
a053741c811f1bb7bdd1f2026c024bd9a6d413de0752f981f2068ddb2da3fc87,Из бурения,2021-09-05,2021-09-07
3b310104a7f732474331e6292fe94768205ffebb50b1216d87180988a4b357d6,ГРП,2021-10-02,2021-10-26
179d4925ec027cad2548b55ba8a7ba4a92013e524a0a6e62b821d6a71798ec3d,Из бурения,2020-12-22,2020-12-27
5711db79a7ad8480390f7eb4a2f675ecf59f011bcdacbe9ceaccd22a6b3b56e8,Из бурения,2021-07-04,2021-07-07
0b91402ba2f480687938fa3fa7ec844380c578a46df9b2bc2884daf8dbf8b540,Из бурения,2021-10-08,2021-10-21
a9126a6f45d497c26ec079335280badff3b913801129a525789ac6731723724e,ИДН,2021-12-22,2021-12-25
2ceb0e2b3c28cc1b3c3f8dec7ad56148dbf6ea77f9ffc832f4c4b9ce845d9bb7,Из бурения,2021-08-26,2021-08-28
1e6ccf7cd52d925720ee63bfcb6d9756864f1480993e6079e44b9d10def7ae99,Из бурения,2021-05-27,2021-05-29
f3532741e67ab7940ab28879813f195c9036176bf1ab53664fdc1319770bb13d,Из бурения,2021-08-29,2021-08-31
873b8e3a7c3e78d2fa7324782a2d9ccc4d326668146be0eb302e5dad52c9a3fc,Из бурения,2021-09-23,2021-09-25
ad21e23f50e08c1ae5d470d1a0b86ffdbdf81dd58e8734ae01ccf1ab5f9c6aa4,Из бурения,2021-05-17,2021-05-20
7687f20faa1aee38a6beec0cb63d9094563f278304210b3118e6a6671cf8d34d,ОПЗ,2020-12-31,2021-01-06
581b756be4c559bb36767caeb2f5bb22e4b58d06a980d2293d0a634abac34305,ИДН,2021-03-08,2021-03-16
fa07c227692c1e41bb8ed4721811284dbefdb8de93e7b03b38586ba6568a6077,ИДН,2021-05-19,2021-05-23
c0b6aca0a97611d9a366f52a348e4be731d2ca926b77c8c173bdbcb3105e70cd,Переходы и приобщения,2021-03-24,2021-04-12
543a7f83bf99de49c1a58c49f1c274ae283a159dbbc74aea922a349e1850ca63,Из БД,2021-12-11,2021-12-19
9591dbaafe48f20e4b66f060355286f78383ded49bf3a42c0e24d50cc3661910,ИДН,2021-05-25,2021-05-27
770b646b3ae0829293af5769b8d9e3ef5a6745b9845631f73eca0f34e0f9b969,ИДН,2021-08-09,2021-08-11
770b646b3ae0829293af5769b8d9e3ef5a6745b9845631f73eca0f34e0f9b969,Из бурения,2021-07-17,2021-07-19
cdf28f3152c9d269c035e991fbdd3d768c040e4bfb3719d042dbe04bc5c29d6f,Из бурения,2020-07-13,2021-01-18
308fb1831ca47cb1f8f005a68a3095b6ec474ca0324c6f63c5a4a52be12201ae,Из бурения,2020-08-07,2021-01-18
9091ff18cb706b992f5edd87f92c420b3bf5b95a21dc65ccfd6294a29edfa9a4,Из бурения,2020-10-24,2021-01-17
a2c19429e2141b4f05728e414d455936505747074e3deef2b2726ac6de9750ec,Из бурения,2021-04-21,2021-04-22
d3490cd2fbf670ba7fdd33754bb7a5426e357ec95556e544689a58467edcdd81,Из бурения,2021-01-27,2021-02-27
613f15a5a89a63c1f6e61ea5466461b46c8168e91c329345e4e1b0dff2bbb705,ИДН,2021-04-03,2021-04-08
ca93863995b9d7afecba4688d36ad6029dac9cdb4d018334f62772462abc4a34,Из бурения,2021-03-12,2021-04-01
cb7261a105e4214e8aa0a403f152d367aa910ad3dcfcc52a54e8cb6c56e24dbc,ИДН,2021-12-19,2021-12-26
cb7261a105e4214e8aa0a403f152d367aa910ad3dcfcc52a54e8cb6c56e24dbc,Из бурения,2021-10-03,2021-11-25
11d91ac827a9616e173cc11be3ea239d08a502a5b3b68c9ac98beb3de19675da,ГРП,2021-02-28,2021-03-26
4a4081b2129faecf34e45004f6cbffcca7441021ee2678f0f87e9ab27ba5e4c0,Из бурения,2021-09-30,2021-11-12
f78006cc5aa1eb0f2f67de8935daa902160d5c30a89ec00b55f4d0b43d1e9c4a,Из бурения,2021-10-03,2021-10-30
404ed1f58f11fc57a7e19f2021ae033034fe81fd5d2d82a9c03fbb1599643602,ИДН,2021-05-02,2021-05-05
a81f424d6be009e7b10bd401c83ca27cdac3dbab32d64318ffdd703f87efdfb5,Из бурения,2020-11-28,2021-01-26
b99e0a6148d8b4883be9c6be1287613ec34c8cce00f018d1782783dee9320acc,Из бурения,2021-06-05,2021-06-26
8d4b4b4f0140179b1c94722f3d39100bcde8f3c39415983813c74bd52cf1ab3c,Из бурения,2021-04-22,2021-04-25
48ab98ee0d7596d3df29099334a7a9106f30ee824c4ba48adcb0b333919b2a19,Из бурения,2021-04-01,2021-04-15
c39bd17fe9e03fa195b449b745c7ed2799fd060b4787c70a0eece5ce141f7c1a,Из бурения,2021-09-10,2021-10-04
b62c02291153de16e2fa26cd270acfdb173eaa3b8c09d715ee7d4fa97c9ce6b7,Из бурения,2017-04-24,2017-05-03
29a3ddafa9c6c139226903f2b19fa4c045e4dbf1ade32cf6e2cb46130c4c1f2b,Из бурения,2021-09-09,2021-10-03
10b65d7cd08c62da198934a6b57ff42e14d775895328502959edf0253bf2182e,Из бурения,2021-07-10,2021-07-13
30099e84c1e458801e611f2b68d26d8d11bdfac6c339f54cd207f9f3de424d24,Из бурения,2021-05-15,2021-05-28
4b6f68dcc7adb2441ef2f82f8e68178c35561afb54c16f07dc55b9bba4316bda,Переходы и приобщения,2021-03-01,2021-03-22
05e1e718d93d96a73e6ddb6a307fe5de60fc53249d760cd81b13a6e7255d708e,Из бурения,2021-02-01,2021-02-03
1177efc13d41930c8752eab87a0e0dea2e1242eddc0a8f34f645508d6b581ed5,Из бурения,2021-06-24,2021-06-25
5b2aa6a8098bf1a1a595b6c16fad623de1b961c2fb39e5a78cbfba3ef0211216,Из бурения,2021-03-23,2021-05-28
fcd4b647ad193a223a2c9be3071ba6f2251d240fc792dadd46464b066cd44e9f,Из бурения,2021-01-26,2021-05-23
c8bc2c9d76b8bcba19882cefd5cdb8def5447fb1ad4ce4d5fcaf00f017792b4b,Переходы и приобщения,2021-04-17,2021-05-01
95783cd194c3d29e108a00954b7139c89c83a7246a46568cd3d1a03d0b00c070,Из бурения,2021-05-29,2021-08-12
501a6fde6b07bc58a4d9cd841c08c771c66e4d8b4a7d650c010fb2aef83752a2,Из бурения,2021-04-28,2021-06-01
72e5b70c382525f5669517c334791e878f8967c992b5051ade83d989da7a612e,Из бурения,2021-06-09,2021-08-25
697a1c4d10a9c8919577c4adebb6bf453df283f4f2d60443584f9d20d11a7381,Из бурения,2021-02-26,2021-03-24
da06734904fada71b5a5259dff815ed677e6ea9df4f4b640cfbc904dfc49716d,ГРП,2021-11-12,2021-12-04
decec77f320f4e9cd9b46d44ed3236aadced81ce50a2da4f4a1468d0c37b41b9,Из бурения,2021-04-06,2021-06-19
c7bfaabdfcff5a94be6880aeeea3c82618a9a8b84deaf1d78c31c98e7f15ba44,Из бурения,2021-01-11,2021-02-20
17b7d2506d995e47e646e415402993eacae5349b8e2145be58ed056527664611,Переходы и приобщения,2021-02-04,2021-02-19
